kind,clan,clan_rank,clan_result_total,userId,player_rank,player_result,order_in_group
clan,GOGO,1,144439,,,,0
player,GOGO,1,144439,junmochongdiyi,1,47752,1
player,GOGO,1,144439,DomineerS,2,45172,1
player,GOGO,1,144439,DomineerX,3,41113,1
player,GOGO,1,144439,Xhao14,4,3116,1
player,GOGO,1,144439,DomineerJ,5,2762,1
player,GOGO,1,144439,DomineerQ,6,2655,1
player,GOGO,1,144439,DomineerK,7,1869,1
clan,SACHIN01,2,113838,,,,0
player,SACHIN01,2,113838,Japi,1,13122,1
player,SACHIN01,2,113838,Rahul,2,12939,1
player,SACHIN01,2,113838,Sachin,3,12858,1
player,SACHIN01,2,113838,Sai,4,12730,1
player,SACHIN01,2,113838,Teddy,5,12569,1
player,SACHIN01,2,113838,Gopinath,6,12494,1
player,SACHIN01,2,113838,Durga,7,12409,1
player,SACHIN01,2,113838,Isabella,8,11935,1
player,SACHIN01,2,113838,Roy,9,9721,1
player,SACHIN01,2,113838,Tukuna,10,3061,1
clan,MISTERYOSO,3,98428,,,,0
player,MISTERYOSO,3,98428,Kumare,1,15016,1
player,MISTERYOSO,3,98428,Palakntooth,2,14077,1
player,MISTERYOSO,3,98428,freekey,3,13593,1
player,MISTERYOSO,3,98428,Highnest,4,11520,1
player,MISTERYOSO,3,98428,Trump,5,11322,1
player,MISTERYOSO,3,98428,MasterUten,6,9410,1
player,MISTERYOSO,3,98428,Kulugong,7,8088,1
player,MISTERYOSO,3,98428,Buraot,8,7724,1
player,MISTERYOSO,3,98428,mascubado,9,4440,1
player,MISTERYOSO,3,98428,Kuramao,10,3238,1
clan,KIZUKICLAN,4,89624,,,,0
player,KIZUKICLAN,4,89624,Zamasu,1,10697,1
player,KIZUKICLAN,4,89624,ariente,2,10177,1
player,KIZUKICLAN,4,89624,VillaNaa,3,9513,1
player,KIZUKICLAN,4,89624,Jokoo,4,9124,1
player,KIZUKICLAN,4,89624,Pabloo,5,9113,1
player,KIZUKICLAN,4,89624,Kazuuha,6,8688,1
player,KIZUKICLAN,4,89624,valhalla,7,8506,1
player,KIZUKICLAN,4,89624,maviss,8,8168,1
player,KIZUKICLAN,4,89624,tazz,9,8045,1
player,KIZUKICLAN,4,89624,RichardTz,10,7593,1
clan,WETPAKSCLAN 1,5,80136,,,,0
player,WETPAKSCLAN 1,5,80136,Beluga,1,15840,1
player,WETPAKSCLAN 1,5,80136,JanPleyto,2,15699,1
player,WETPAKSCLAN 1,5,80136,Pororo,3,11387,1
player,WETPAKSCLAN 1,5,80136,Zhyxs,4,10563,1
player,WETPAKSCLAN 1,5,80136,Kenjixu,5,9359,1
player,WETPAKSCLAN 1,5,80136,Ayawkuna,6,4942,1
player,WETPAKSCLAN 1,5,80136,Meowth,7,4790,1
player,WETPAKSCLAN 1,5,80136,shanenegra,8,3995,1
player,WETPAKSCLAN 1,5,80136,Delusional,9,3561,1
clan,THE AVENGERS,6,78721,,,,0
player,THE AVENGERS,6,78721,Rohit,1,12500,1
player,THE AVENGERS,6,78721,Rasmi,2,12270,1
player,THE AVENGERS,6,78721,Susant,3,12239,1
player,THE AVENGERS,6,78721,Jackie,4,12061,1
player,THE AVENGERS,6,78721,Dusmant,5,11630,1
player,THE AVENGERS,6,78721,Gobinda,6,8180,1
player,THE AVENGERS,6,78721,Umakant,7,4039,1
player,THE AVENGERS,6,78721,Sophia,8,3630,1
player,THE AVENGERS,6,78721,Bikas,9,1691,1
player,THE AVENGERS,6,78721,Oliver,10,481,1
clan,WZX3338,7,74973,,,,0
player,WZX3338,7,74973,Whas,1,31706,1
player,WZX3338,7,74973,skt,2,11049,1
player,WZX3338,7,74973,Kgce,3,10484,1
player,WZX3338,7,74973,LSJDH,4,4071,1
player,WZX3338,7,74973,NITTSD,5,3637,1
player,WZX3338,7,74973,ktss4,6,3360,1
player,WZX3338,7,74973,PAHWN,7,3213,1
player,WZX3338,7,74973,NUSD,8,2612,1
player,WZX3338,7,74973,WZxian,9,2495,1
player,WZX3338,7,74973,HUSAS,10,2346,1
clan,WAG G,8,67538,,,,0
player,WAG G,8,67538,Cors,1,7653,1
player,WAG G,8,67538,Cosmozilla,2,7567,1
player,WAG G,8,67538,surobard,3,7380,1
player,WAG G,8,67538,Ggkovich,4,7262,1
player,WAG G,8,67538,Nasty,5,7087,1
player,WAG G,8,67538,Merlin,6,6960,1
player,WAG G,8,67538,serikuchik,7,6761,1
player,WAG G,8,67538,Qumiann,8,6099,1
player,WAG G,8,67538,brainqdead,9,5885,1
player,WAG G,8,67538,san21,10,4884,1
clan,MALAKAS,9,64711,,,,0
player,MALAKAS,9,64711,JP,1,17337,1
player,MALAKAS,9,64711,Dakz00,2,6182,1
player,MALAKAS,9,64711,Shacc,3,5779,1
player,MALAKAS,9,64711,NotYves,4,5354,1
player,MALAKAS,9,64711,Dex,5,5305,1
player,MALAKAS,9,64711,Endleslie,6,5285,1
player,MALAKAS,9,64711,JBT08,7,5227,1
player,MALAKAS,9,64711,Aia,8,4905,1
player,MALAKAS,9,64711,ACMALAKAS,9,4827,1
player,MALAKAS,9,64711,senntrio,10,4510,1
clan,INSOMNIAGOTCHI,10,58566,,,,0
player,INSOMNIAGOTCHI,10,58566,ryanxz,1,8051,1
player,INSOMNIAGOTCHI,10,58566,Cueshe,2,6417,1
player,INSOMNIAGOTCHI,10,58566,Nud,3,6413,1
player,INSOMNIAGOTCHI,10,58566,Aundrei,4,6118,1
player,INSOMNIAGOTCHI,10,58566,Kuro,5,5940,1
player,INSOMNIAGOTCHI,10,58566,Molesterman,6,5722,1
player,INSOMNIAGOTCHI,10,58566,Cryptodeo,7,5688,1
player,INSOMNIAGOTCHI,10,58566,tatax,8,5164,1
player,INSOMNIAGOTCHI,10,58566,alger25,9,5057,1
player,INSOMNIAGOTCHI,10,58566,marika,10,3996,1
clan,GOTCHINOMADZ,11,57303,,,,0
player,GOTCHINOMADZ,11,57303,JamesIan,1,6583,1
player,GOTCHINOMADZ,11,57303,Echoes,2,6199,1
player,GOTCHINOMADZ,11,57303,Juswa,3,6070,1
player,GOTCHINOMADZ,11,57303,Draze,4,5935,1
player,GOTCHINOMADZ,11,57303,Uno,5,5871,1
player,GOTCHINOMADZ,11,57303,GotchiNiKyle,6,5835,1
player,GOTCHINOMADZ,11,57303,Trischa,7,5327,1
player,GOTCHINOMADZ,11,57303,Kylie,8,5297,1
player,GOTCHINOMADZ,11,57303,GreyXYZ,9,5122,1
player,GOTCHINOMADZ,11,57303,OxLuiz,10,5064,1
clan,TANDAG PRIDE,12,53451,,,,0
player,TANDAG PRIDE,12,53451,arnel,1,7698,1
player,TANDAG PRIDE,12,53451,Renz,2,7071,1
player,TANDAG PRIDE,12,53451,Loiz,3,6695,1
player,TANDAG PRIDE,12,53451,teryang,4,6036,1
player,TANDAG PRIDE,12,53451,Burlasoy,5,5838,1
player,TANDAG PRIDE,12,53451,Elden,6,5708,1
player,TANDAG PRIDE,12,53451,Camz,7,5395,1
player,TANDAG PRIDE,12,53451,Airavels,8,4854,1
player,TANDAG PRIDE,12,53451,Elton,9,4156,1
clan,STRONGGROUP,13,53371,,,,0
player,STRONGGROUP,13,53371,Lizards,1,16808,1
player,STRONGGROUP,13,53371,itlognibryiee,2,5890,1
player,STRONGGROUP,13,53371,JX,3,4749,1
player,STRONGGROUP,13,53371,Blight,4,4367,1
player,STRONGGROUP,13,53371,Kudaws,5,4264,1
player,STRONGGROUP,13,53371,SamucaHx,6,4158,1
player,STRONGGROUP,13,53371,JLCantSleep,7,4021,1
player,STRONGGROUP,13,53371,Losu3w,8,3501,1
player,STRONGGROUP,13,53371,Vator,9,3346,1
player,STRONGGROUP,13,53371,Gie,10,2267,1
clan,TEMPEST DRAGON,14,52723,,,,0
player,TEMPEST DRAGON,14,52723,Nyam,1,7626,1
player,TEMPEST DRAGON,14,52723,GetgemScout,2,6809,1
player,TEMPEST DRAGON,14,52723,Sephy27,3,6508,1
player,TEMPEST DRAGON,14,52723,AZ,4,5932,1
player,TEMPEST DRAGON,14,52723,Micros,5,5121,1
player,TEMPEST DRAGON,14,52723,Jaeger52,6,4871,1
player,TEMPEST DRAGON,14,52723,Birth99,7,4443,1
player,TEMPEST DRAGON,14,52723,Eyzii,8,4033,1
player,TEMPEST DRAGON,14,52723,Sol,9,3732,1
player,TEMPEST DRAGON,14,52723,Jhon,10,3648,1
clan,PDFCLAN,15,51507,,,,0
player,PDFCLAN,15,51507,SeintZa,1,8222,1
player,PDFCLAN,15,51507,Xavv,2,7913,1
player,PDFCLAN,15,51507,AnaaViks,3,7411,1
player,PDFCLAN,15,51507,Ragnaa,4,7148,1
player,PDFCLAN,15,51507,monica,5,7122,1
player,PDFCLAN,15,51507,meleona,6,6499,1
player,PDFCLAN,15,51507,aru,7,4217,1
player,PDFCLAN,15,51507,resya,8,2975,1
clan,NO SLEEP NO BEBE,16,50380,,,,0
player,NO SLEEP NO BEBE,16,50380,user#7K22GB,1,6170,1
player,NO SLEEP NO BEBE,16,50380,rendel,2,5821,1
player,NO SLEEP NO BEBE,16,50380,vista,3,5573,1
player,NO SLEEP NO BEBE,16,50380,agoncilloadella,4,5315,1
player,NO SLEEP NO BEBE,16,50380,boypangs,5,5059,1
player,NO SLEEP NO BEBE,16,50380,sushichococo,6,5046,1
player,NO SLEEP NO BEBE,16,50380,totongtong,7,5029,1
player,NO SLEEP NO BEBE,16,50380,kayelazaro,8,4956,1
player,NO SLEEP NO BEBE,16,50380,earlv,9,3906,1
player,NO SLEEP NO BEBE,16,50380,leilei,10,3505,1
clan,GOTCHI FRENS,17,49052,,,,0
player,GOTCHI FRENS,17,49052,exMANIAC,1,6531,1
player,GOTCHI FRENS,17,49052,MagicNinjaX,2,6510,1
player,GOTCHI FRENS,17,49052,mcles,3,5818,1
player,GOTCHI FRENS,17,49052,mcmontz,4,5705,1
player,GOTCHI FRENS,17,49052,Verolle,5,4633,1
player,GOTCHI FRENS,17,49052,Kingbamboo,6,4582,1
player,GOTCHI FRENS,17,49052,Chad,7,4234,1
player,GOTCHI FRENS,17,49052,Ponk,8,4157,1
player,GOTCHI FRENS,17,49052,elizium,9,3637,1
player,GOTCHI FRENS,17,49052,nuj,10,3245,1
clan,CRYPTOONE,18,48641,,,,0
player,CRYPTOONE,18,48641,Drgreen,1,6377,1
player,CRYPTOONE,18,48641,CryptoOne,2,5726,1
player,CRYPTOONE,18,48641,Killerissimo,3,5492,1
player,CRYPTOONE,18,48641,Emkill7,4,5435,1
player,CRYPTOONE,18,48641,Montana,5,5375,1
player,CRYPTOONE,18,48641,Mayboh,6,4499,1
player,CRYPTOONE,18,48641,Denis,7,4480,1
player,CRYPTOONE,18,48641,Moi,8,4322,1
player,CRYPTOONE,18,48641,bigfootmeat,9,4048,1
player,CRYPTOONE,18,48641,Senesejs,10,2887,1
clan,BLACK BULLS 1,19,48368,,,,0
player,BLACK BULLS 1,19,48368,Calyx,1,5915,1
player,BLACK BULLS 1,19,48368,AthenaArkham,2,5264,1
player,BLACK BULLS 1,19,48368,xRyou,3,5118,1
player,BLACK BULLS 1,19,48368,oen,4,4930,1
player,BLACK BULLS 1,19,48368,Tenma,5,4770,1
player,BLACK BULLS 1,19,48368,YamiSukehiro,6,4725,1
player,BLACK BULLS 1,19,48368,rudo,7,4564,1
player,BLACK BULLS 1,19,48368,gelopogi,8,4559,1
player,BLACK BULLS 1,19,48368,Theresa,9,4480,1
player,BLACK BULLS 1,19,48368,AMPOY,10,4043,1
clan,WEB3PLAY,20,47946,,,,0
player,WEB3PLAY,20,47946,Sleep,1,5691,1
player,WEB3PLAY,20,47946,web3playton,2,5575,1
player,WEB3PLAY,20,47946,Kostya,3,5136,1
player,WEB3PLAY,20,47946,Liprik0n,4,5087,1
player,WEB3PLAY,20,47946,Cornho1io,5,4806,1
player,WEB3PLAY,20,47946,Aljhbw,6,4650,1
player,WEB3PLAY,20,47946,Surprisefirm,7,4615,1
player,WEB3PLAY,20,47946,hardobasser,8,4531,1
player,WEB3PLAY,20,47946,iezzi0,9,4349,1
player,WEB3PLAY,20,47946,PROCLESSS,10,3506,1
clan,LASTDREAM,21,47755,,,,0
player,LASTDREAM,21,47755,Kety,1,10010,1
player,LASTDREAM,21,47755,Red,2,6230,1
player,LASTDREAM,21,47755,WildCat,3,5226,1
player,LASTDREAM,21,47755,Ponya,4,4672,1
player,LASTDREAM,21,47755,Vasya,5,4040,1
player,LASTDREAM,21,47755,Sayraks,6,3951,1
player,LASTDREAM,21,47755,Martin,7,3784,1
player,LASTDREAM,21,47755,Konstantin,8,3511,1
player,LASTDREAM,21,47755,Godamn9,9,3332,1
player,LASTDREAM,21,47755,Nataliapotymko,10,2999,1
clan,BARCELONA,22,47534,,,,0
player,BARCELONA,22,47534,KidB0mba,1,10979,1
player,BARCELONA,22,47534,Marj,2,5940,1
player,BARCELONA,22,47534,Redzreducto,3,5518,1
player,BARCELONA,22,47534,Cryptozoro,4,4352,1
player,BARCELONA,22,47534,Devve,5,4342,1
player,BARCELONA,22,47534,Imerick,6,4088,1
player,BARCELONA,22,47534,SaZuRei,7,3736,1
player,BARCELONA,22,47534,RC555,8,3486,1
player,BARCELONA,22,47534,ponpon,9,2633,1
player,BARCELONA,22,47534,vinz,10,2460,1
clan,ROYALSLAYERS,23,47316,,,,0
player,ROYALSLAYERS,23,47316,Risky80,1,6646,1
player,ROYALSLAYERS,23,47316,Jesus93,2,6031,1
player,ROYALSLAYERS,23,47316,CryptoChango,3,5201,1
player,ROYALSLAYERS,23,47316,J1H23,4,5039,1
player,ROYALSLAYERS,23,47316,Perla,5,4245,1
player,ROYALSLAYERS,23,47316,Slim,6,4172,1
player,ROYALSLAYERS,23,47316,Yuraeme,7,4169,1
player,ROYALSLAYERS,23,47316,Musashi,8,4056,1
player,ROYALSLAYERS,23,47316,JC1910,9,3922,1
player,ROYALSLAYERS,23,47316,Gecko,10,3835,1
clan,PHOENIX,24,46393,,,,0
player,PHOENIX,24,46393,Justice,1,10518,1
player,PHOENIX,24,46393,Harry,2,5587,1
player,PHOENIX,24,46393,Dalinar,3,5320,1
player,PHOENIX,24,46393,Germiona,4,4883,1
player,PHOENIX,24,46393,Impazik,5,4344,1
player,PHOENIX,24,46393,LeGenDa,6,4256,1
player,PHOENIX,24,46393,Crazik24,7,3314,1
player,PHOENIX,24,46393,Katrin,8,3278,1
player,PHOENIX,24,46393,mmaximr,9,3205,1
player,PHOENIX,24,46393,Dantes,10,1688,1
clan,MVP SLEEP,25,46317,,,,0
player,MVP SLEEP,25,46317,Veronia,1,5348,1
player,MVP SLEEP,25,46317,Samoha1611,2,5071,1
player,MVP SLEEP,25,46317,Angelus,3,5031,1
player,MVP SLEEP,25,46317,Mnb550,4,4901,1
player,MVP SLEEP,25,46317,DNA,5,4901,1
player,MVP SLEEP,25,46317,eXplo1der,6,4600,1
player,MVP SLEEP,25,46317,Evilcat,7,4532,1
player,MVP SLEEP,25,46317,Hunter,8,4254,1
player,MVP SLEEP,25,46317,Toxa,9,4096,1
player,MVP SLEEP,25,46317,ksh,10,3583,1
clan,PEAK FRENS 1,26,46159,,,,0
player,PEAK FRENS 1,26,46159,Sleepingspider,1,6060,1
player,PEAK FRENS 1,26,46159,Meowa,2,6036,1
player,PEAK FRENS 1,26,46159,Maki,3,5441,1
player,PEAK FRENS 1,26,46159,Lost,4,5254,1
player,PEAK FRENS 1,26,46159,yun0,5,4762,1
player,PEAK FRENS 1,26,46159,Aeone0626,6,4425,1
player,PEAK FRENS 1,26,46159,Bhert29,7,4019,1
player,PEAK FRENS 1,26,46159,DarkHunter,8,3777,1
player,PEAK FRENS 1,26,46159,yoo,9,3614,1
player,PEAK FRENS 1,26,46159,martyss13,10,2771,1
clan,KRISTAN,27,46094,,,,0
player,KRISTAN,27,46094,Kirill,1,5397,1
player,KRISTAN,27,46094,Mandarinka,2,5349,1
player,KRISTAN,27,46094,Niakris,3,4970,1
player,KRISTAN,27,46094,losos',4,4895,1
player,KRISTAN,27,46094,Cadett77,5,4785,1
player,KRISTAN,27,46094,VN777,6,4436,1
player,KRISTAN,27,46094,Skaletta,7,4366,1
player,KRISTAN,27,46094,h0tah,8,4122,1
player,KRISTAN,27,46094,CryptonX,9,4052,1
player,KRISTAN,27,46094,WaterLoW,10,3722,1
clan,THE 3PIDEMIC,28,46043,,,,0
player,THE 3PIDEMIC,28,46043,P3RSAUD,1,5582,1
player,THE 3PIDEMIC,28,46043,Sky,2,5422,1
player,THE 3PIDEMIC,28,46043,Bibibin,3,5016,1
player,THE 3PIDEMIC,28,46043,JenZ,4,4939,1
player,THE 3PIDEMIC,28,46043,Alpha,5,4526,1
player,THE 3PIDEMIC,28,46043,Tin10,6,4500,1
player,THE 3PIDEMIC,28,46043,Esposi2,7,4360,1
player,THE 3PIDEMIC,28,46043,Macoy53,8,4349,1
player,THE 3PIDEMIC,28,46043,Maybe,9,3742,1
player,THE 3PIDEMIC,28,46043,Jillian,10,3607,1
clan,TEAMDINOSQUAD,29,45999,,,,0
player,TEAMDINOSQUAD,29,45999,Narkale,1,8260,1
player,TEAMDINOSQUAD,29,45999,reben,2,4805,1
player,TEAMDINOSQUAD,29,45999,Gengo,3,4543,1
player,TEAMDINOSQUAD,29,45999,Haharuzxc,4,4451,1
player,TEAMDINOSQUAD,29,45999,PapsyPaul,5,4406,1
player,TEAMDINOSQUAD,29,45999,JPogsBenedict,6,4356,1
player,TEAMDINOSQUAD,29,45999,Nene,7,4119,1
player,TEAMDINOSQUAD,29,45999,joseph02john,8,4020,1
player,TEAMDINOSQUAD,29,45999,Roniloairdrops,9,3737,1
player,TEAMDINOSQUAD,29,45999,6senses,10,3302,1
clan,GOTCHIGANG 1,30,45930,,,,0
player,GOTCHIGANG 1,30,45930,EMS,1,6855,1
player,GOTCHIGANG 1,30,45930,Shawty,2,5760,1
player,GOTCHIGANG 1,30,45930,Molas,3,5152,1
player,GOTCHIGANG 1,30,45930,QuadroZ,4,4725,1
player,GOTCHIGANG 1,30,45930,Grinch,5,4550,1
player,GOTCHIGANG 1,30,45930,ceidge,6,4247,1
player,GOTCHIGANG 1,30,45930,Nash20,7,4054,1
player,GOTCHIGANG 1,30,45930,hamjay,8,3798,1
player,GOTCHIGANG 1,30,45930,Crunchie,9,3730,1
player,GOTCHIGANG 1,30,45930,Holyfather,10,3059,1
clan,ADOBONG TREX,31,45294,,,,0
player,ADOBONG TREX,31,45294,kenx16,1,7687,1
player,ADOBONG TREX,31,45294,Shaggy,2,7089,1
player,ADOBONG TREX,31,45294,Nildz,3,6332,1
player,ADOBONG TREX,31,45294,Ronshawn,4,5699,1
player,ADOBONG TREX,31,45294,inspi,5,5361,1
player,ADOBONG TREX,31,45294,lofii,6,4389,1
player,ADOBONG TREX,31,45294,monkidloki,7,3278,1
player,ADOBONG TREX,31,45294,Aymluci,8,2552,1
player,ADOBONG TREX,31,45294,emenem,9,1490,1
player,ADOBONG TREX,31,45294,Sleepy,10,1417,1
clan,KAZU,32,45000,,,,0
player,KAZU,32,45000,TheSwoleHermit,1,6727,1
player,KAZU,32,45000,Sameer,2,6160,1
player,KAZU,32,45000,Electro,3,4719,1
player,KAZU,32,45000,Shaw,4,4628,1
player,KAZU,32,45000,Kenmat,5,4455,1
player,KAZU,32,45000,Slimkiet,6,4371,1
player,KAZU,32,45000,Iroha,7,4096,1
player,KAZU,32,45000,BNJi,8,3761,1
player,KAZU,32,45000,Ery,9,3208,1
player,KAZU,32,45000,weez,10,2875,1
clan,BORICATS 1,33,44664,,,,0
player,BORICATS 1,33,44664,cryptobert,1,5944,1
player,BORICATS 1,33,44664,Boricat,2,5727,1
player,BORICATS 1,33,44664,umeebelz,3,5036,1
player,BORICATS 1,33,44664,Lj,4,4619,1
player,BORICATS 1,33,44664,xign,5,4510,1
player,BORICATS 1,33,44664,Lirpa,6,4252,1
player,BORICATS 1,33,44664,Marishy,7,3854,1
player,BORICATS 1,33,44664,dreyhades,8,3846,1
player,BORICATS 1,33,44664,MsChin,9,3623,1
player,BORICATS 1,33,44664,SilverQueen,10,3253,1
clan,SIGMA,34,44386,,,,0
player,SIGMA,34,44386,vadim,1,6569,1
player,SIGMA,34,44386,Katya,2,5728,1
player,SIGMA,34,44386,Aiga,3,5455,1
player,SIGMA,34,44386,Floki,4,4772,1
player,SIGMA,34,44386,in.god.we.trust,5,4059,1
player,SIGMA,34,44386,JohnyC,6,3915,1
player,SIGMA,34,44386,prepul145,7,3812,1
player,SIGMA,34,44386,Green,8,3744,1
player,SIGMA,34,44386,Cldsm,9,3191,1
player,SIGMA,34,44386,mvince,10,3141,1
clan,LIMALIMA BOYZ,35,44333,,,,0
player,LIMALIMA BOYZ,35,44333,Burdagol,1,6849,1
player,LIMALIMA BOYZ,35,44333,Ben,2,6765,1
player,LIMALIMA BOYZ,35,44333,oni,3,6483,1
player,LIMALIMA BOYZ,35,44333,Terry,4,6483,1
player,LIMALIMA BOYZ,35,44333,Berdugs,5,5086,1
player,LIMALIMA BOYZ,35,44333,Dodo,6,4748,1
player,LIMALIMA BOYZ,35,44333,Irms,7,3111,1
player,LIMALIMA BOYZ,35,44333,Jinni,8,2446,1
player,LIMALIMA BOYZ,35,44333,Jay,9,2362,1
clan,SHINKEN 1,36,44271,,,,0
player,SHINKEN 1,36,44271,Shinken16,1,5568,1
player,SHINKEN 1,36,44271,Agape,2,5355,1
player,SHINKEN 1,36,44271,aazir30,3,4988,1
player,SHINKEN 1,36,44271,Bicolcutie,4,4849,1
player,SHINKEN 1,36,44271,BudzBudz,5,4598,1
player,SHINKEN 1,36,44271,Jean23,6,4419,1
player,SHINKEN 1,36,44271,Jayson21,7,4131,1
player,SHINKEN 1,36,44271,Drayfus,8,3672,1
player,SHINKEN 1,36,44271,Yuri,9,3625,1
player,SHINKEN 1,36,44271,Nielbagz,10,3066,1
clan,LOST CARAVAN,37,44227,,,,0
player,LOST CARAVAN,37,44227,Angel1,1,5446,1
player,LOST CARAVAN,37,44227,ElodieLaurent,2,5355,1
player,LOST CARAVAN,37,44227,Pompeyot,3,5252,1
player,LOST CARAVAN,37,44227,Mahadev,4,4680,1
player,LOST CARAVAN,37,44227,Serendipity,5,4613,1
player,LOST CARAVAN,37,44227,SteelMan,6,4608,1
player,LOST CARAVAN,37,44227,WaterMirror,7,4231,1
player,LOST CARAVAN,37,44227,Wasapok,8,3911,1
player,LOST CARAVAN,37,44227,neil,9,3202,1
player,LOST CARAVAN,37,44227,mackenzie,10,2929,1
clan,GOIANOS,38,44108,,,,0
player,GOIANOS,38,44108,Rocko,1,5456,1
player,GOIANOS,38,44108,Aninha,2,5070,1
player,GOIANOS,38,44108,bntziN,3,4846,1
player,GOIANOS,38,44108,Bella,4,4756,1
player,GOIANOS,38,44108,Boneco,5,4668,1
player,GOIANOS,38,44108,Bolsonalro,6,4278,1
player,GOIANOS,38,44108,FOur,7,4037,1
player,GOIANOS,38,44108,ogabrielt,8,4005,1
player,GOIANOS,38,44108,JulioExp,9,3740,1
player,GOIANOS,38,44108,Player,10,3252,1
clan,PILLOWTITANS-SIGNTNS,39,43759,,,,0
player,PILLOWTITANS-SIGNTNS,39,43759,KEN,1,5410,1
player,PILLOWTITANS-SIGNTNS,39,43759,CodyFreecss,2,5090,1
player,PILLOWTITANS-SIGNTNS,39,43759,Riktaz,3,4608,1
player,PILLOWTITANS-SIGNTNS,39,43759,Oxkael,4,4523,1
player,PILLOWTITANS-SIGNTNS,39,43759,Lahunter09,5,4397,1
player,PILLOWTITANS-SIGNTNS,39,43759,Mhaice17,6,4115,1
player,PILLOWTITANS-SIGNTNS,39,43759,N1ks,7,4095,1
player,PILLOWTITANS-SIGNTNS,39,43759,matthew21,8,3949,1
player,PILLOWTITANS-SIGNTNS,39,43759,Daaaaa,9,3811,1
player,PILLOWTITANS-SIGNTNS,39,43759,Phanterx,10,3761,1
clan,THE TITANS 1,40,43518,,,,0
player,THE TITANS 1,40,43518,carlmigs,1,6922,1
player,THE TITANS 1,40,43518,Tito|Bitoy,2,5441,1
player,THE TITANS 1,40,43518,DEADLY,3,5201,1
player,THE TITANS 1,40,43518,Rogue,4,5089,1
player,THE TITANS 1,40,43518,MTrades,5,5072,1
player,THE TITANS 1,40,43518,Akuma27,6,4610,1
player,THE TITANS 1,40,43518,SunCe,7,3857,1
player,THE TITANS 1,40,43518,Kaazu,8,3830,1
player,THE TITANS 1,40,43518,Margwa,9,3496,1
clan,NOSLEEP.SIGNTNS,41,43516,,,,0
player,NOSLEEP.SIGNTNS,41,43516,dran,1,7378,1
player,NOSLEEP.SIGNTNS,41,43516,Kuenzter,2,4733,1
player,NOSLEEP.SIGNTNS,41,43516,Norbz,3,4400,1
player,NOSLEEP.SIGNTNS,41,43516,Habin,4,4320,1
player,NOSLEEP.SIGNTNS,41,43516,Dabii,5,4265,1
player,NOSLEEP.SIGNTNS,41,43516,shemeli,6,3928,1
player,NOSLEEP.SIGNTNS,41,43516,Senpai,7,3787,1
player,NOSLEEP.SIGNTNS,41,43516,Se7en,8,3706,1
player,NOSLEEP.SIGNTNS,41,43516,Raijin,9,3589,1
player,NOSLEEP.SIGNTNS,41,43516,drek,10,3410,1
clan,ELIREP 1,42,43351,,,,0
player,ELIREP 1,42,43351,StrongPlayNft,1,5130,1
player,ELIREP 1,42,43351,Cronos,2,5000,1
player,ELIREP 1,42,43351,HEGO007,3,4846,1
player,ELIREP 1,42,43351,Elirep,4,4805,1
player,ELIREP 1,42,43351,AngelOFF23,5,4394,1
player,ELIREP 1,42,43351,Jp,6,4355,1
player,ELIREP 1,42,43351,Gandry377,7,4172,1
player,ELIREP 1,42,43351,Miguelybym1,8,4048,1
player,ELIREP 1,42,43351,asdsasa,9,3325,1
player,ELIREP 1,42,43351,Gabriele,10,3276,1
clan,TEAM SSS,43,43167,,,,0
player,TEAM SSS,43,43167,Roman,1,6130,1
player,TEAM SSS,43,43167,Takanashi,2,6005,1
player,TEAM SSS,43,43167,Chi,3,5543,1
player,TEAM SSS,43,43167,Mikmik,4,3903,1
player,TEAM SSS,43,43167,ZzzdemonxxX,5,3880,1
player,TEAM SSS,43,43167,Danaka,6,3850,1
player,TEAM SSS,43,43167,Sahree22,7,3747,1
player,TEAM SSS,43,43167,Pengu,8,3614,1
player,TEAM SSS,43,43167,Specialk2k,9,3520,1
player,TEAM SSS,43,43167,Xqx1101,10,2975,1
clan,CLAN - LUDOMAN,44,43066,,,,0
player,CLAN - LUDOMAN,44,43066,O1aViT,1,5248,1
player,CLAN - LUDOMAN,44,43066,Gofard,2,4989,1
player,CLAN - LUDOMAN,44,43066,RaZzoRr,3,4508,1
player,CLAN - LUDOMAN,44,43066,Flameford,4,4411,1
player,CLAN - LUDOMAN,44,43066,Benss,5,4393,1
player,CLAN - LUDOMAN,44,43066,TakeMyEnerGy,6,4362,1
player,CLAN - LUDOMAN,44,43066,Cyberian,7,4246,1
player,CLAN - LUDOMAN,44,43066,Dzmitry,8,3888,1
player,CLAN - LUDOMAN,44,43066,VitosVo,9,3764,1
player,CLAN - LUDOMAN,44,43066,Slavatb,10,3257,1
clan,AVENGERS 1,45,43027,,,,0
player,AVENGERS 1,45,43027,Drew,1,5111,1
player,AVENGERS 1,45,43027,SirFugen,2,5014,1
player,AVENGERS 1,45,43027,Dmitri,3,4853,1
player,AVENGERS 1,45,43027,J1nsano,4,4655,1
player,AVENGERS 1,45,43027,Alano,5,4547,1
player,AVENGERS 1,45,43027,Juju,6,3979,1
player,AVENGERS 1,45,43027,Austinechase,7,3917,1
player,AVENGERS 1,45,43027,azenos,8,3796,1
player,AVENGERS 1,45,43027,foxxon,9,3638,1
player,AVENGERS 1,45,43027,tabby26,10,3517,1
clan,SOMNUS SLEEPWALKERS,46,42948,,,,0
